,FirstName,LastName,College,Position,Age,Height,Weight,OverallRating,TraitDevelopment,ContractStatus,Motivation3,Motivation2,Motivation1,OriginalHitPowerRating,OriginalJumpingRating,AgilityRating,AccelerationRating,OriginalKickAccuracyRating,OriginalKickPowerRating,BreakSackRating,BlockSheddingRating,BCVisionRating,AwarenessRating,CatchInTrafficRating,CatchingRating,CarryingRating,BreakTackleRating,DeepRouteRunningRating,ConfidenceRating,ChangeOfDirectionRating,ImpactBlockingRating,HitPowerRating,Height,FinesseMovesRating,JukeMoveRating,InjuryRating,KickReturnRating,KickPowerRating,KickAccuracyRating,JumpingRating,MediumRouteRunningRating,ManCoverageRating,LongSnapRating,LeadBlockRating,PressRating,PowerMovesRating,RunBlockPowerRating,RunBlockFinesseRating,ReleaseRating,PursuitRating,SpeedRating,SpectacularCatchRating,ShortRouteRunningRating,RunBlockRating,StrengthRating,StiffArmRating,StaminaRating,SpinMoveRating,ThrowAccuracyRating,ThrowAccuracyMidRating,ThrowAccuracyDeepRating,TackleRating,ThrowUnderPressureRating,ThrowPowerRating,ThrowOnTheRunRating,ThrowAccuracyShortRating,ZoneCoverageRating,TruckingRating,ToughnessRating,PlayActionRating,PassBlockFinesseRating,PassBlockPowerRating,PassBlockRating,Player,IsVisible,ProDayThreeConeDrill,ProDayTwentyYardShuttle,ProDayVerticalJump,CombineTwentyYardShuttle,CombineVerticalJump,ProDayFortyYardDash,CombineFortyYardDash,CombineOverallGrade,CombineThreeConeDrill,ProDayBroadJump,InitialDraftRank,TrueOverallRanking,CombineBenchPress,ProDayBenchPress,ProductionGrade,CombineBroadJump
89,Frank,Killings,Texas A&M,LT,22,80,326,58,Normal,Draft,TeamHasFranchiseQB,WarmWeatherState,SchemeFit,46,57,57,63,43,25,46,34,45,54,37,43,54,26,40,57,46,74,46,80,39,30,85,29,25,43,57,47,42,0,70,29,29,67,64,41,44,61,47,47,67,87,30,94,34,13,32,34,42,27,36,11,15,25,31,86,42,63,66,66,691,TRUE,0,0,0,0,0,0,0,0,0,0,410,406,0,0,23,0
351,Alex,Simpson,Oklahoma,TE,21,75,262,57,Normal,Draft,SchemeFit,TeamPrestige,CloseToHome,46,60,76,80,48,28,37,35,66,52,71,75,61,56,55,50,73,60,46,75,38,63,93,47,28,48,60,59,24,0,49,33,41,51,63,64,29,81,68,63,56,69,62,88,46,32,24,13,44,35,27,27,24,26,65,81,34,57,48,51,2523,TRUE,0,0,0,0,0,0,0,0,0,0,411,419,0,0,25,0
380,Darren,Ewing,Northern Illinois,SS,23,74,216,60,Star,Draft,TeamHasFranchiseQB,TeamPrestige,WarmWeatherState,79,75,79,86,38,25,32,54,53,48,27,60,48,42,29,52,79,57,79,74,41,52,95,60,25,38,75,34,59,0,40,56,39,45,38,38,73,86,31,36,41,69,51,87,50,33,31,20,68,27,27,19,22,63,45,78,35,32,32,32,2765,TRUE,0,0,0,0,0,0,0,0,0,0,412,336,0,0,45,0
295,Shon,Odom,Washington State,FS,21,72,223,57,Normal,Draft,BigMarket,TeamPrestige,TeamHasFranchiseQB,62,70,81,86,25,24,27,52,61,51,25,65,60,45,35,53,84,52,62,72,36,51,92,65,24,25,70,41,64,0,38,69,26,43,35,50,73,86,43,28,25,58,64,94,50,29,28,22,56,39,16,17,36,63,47,82,41,28,30,26,2074,TRUE,0,0,0,0,0,0,0,0,0,0,413,415,0,0,4,0
93,Shaquille,Stephenson,Georgia Southern,CB,23,71,191,59,Normal,Draft,MentoratPosition,SchemeFit,TeamHasFranchiseQB,68,78,84,91,39,44,41,61,60,52,46,48,59,29,29,42,82,45,68,71,32,68,92,62,44,39,78,32,61,0,44,61,36,37,35,44,66,90,42,28,29,56,38,95,64,10,37,36,60,26,28,36,18,52,26,83,29,33,39,31,724,TRUE,0,0,0,0,0,0,0,0,0,0,414,363,0,0,49,0
18,Cam,Locke,Clemson,RE,21,76,320,57,Normal,Draft,HighestOffer,TeamPrestige,CloseToHome,74,60,56,75,29,25,30,66,25,52,26,37,58,27,33,43,55,65,74,76,53,28,97,44,25,29,60,27,35,0,32,44,67,33,47,49,73,63,26,27,44,83,48,85,30,25,30,21,74,32,24,30,34,18,35,78,31,48,26,36,127,TRUE,0,0,0,0,0,0,0,0,0,0,415,424,0,0,45,0
230,Kendrick,Taylor,Penn State,MLB,23,73,250,59,Normal,Draft,WarmWeatherState,TeamPrestige,BigMarket,76,79,78,85,46,48,48,67,25,67,32,56,56,29,28,52,71,69,76,73,54,30,96,38,48,46,79,24,53,0,33,42,50,30,26,44,75,80,26,48,45,68,44,90,46,20,21,29,72,34,16,15,33,59,38,86,46,37,31,37,1603,TRUE,0,0,0,0,0,0,0,0,0,0,416,371,0,0,8,0
253,Jason,Chamberlain,Stanford,HB,21,71,203,57,Normal,Draft,MentoratPosition,TeamHasFranchiseQB,SchemeFit,30,76,84,86,30,26,27,32,75,55,59,59,64,61,44,48,89,35,30,71,44,81,84,90,26,30,76,50,40,0,25,43,34,45,41,67,47,85,53,54,40,61,68,93,81,36,14,17,41,29,23,22,35,34,58,84,41,30,44,54,1800,TRUE,0,0,0,0,0,0,0,0,0,0,417,421,0,0,14,0
27,William,Bryant,Colorado,K,21,73,201,65,Normal,Draft,ChampionshipContender,WarmWeatherState,HighestOffer,36,48,63,76,72,86,31,42,32,53,35,45,50,26,39,44,55,33,36,73,42,39,93,24,86,72,48,36,39,0,41,40,40,39,36,48,32,75,25,48,33,37,31,88,32,13,30,11,28,31,31,24,27,42,30,82,31,26,29,44,209,TRUE,0,0,0,0,0,0,0,0,0,0,418,206,0,0,49,0
247,Vernon,Newman,Maine,HB,22,70,225,63,Star,Draft,CloseToHome,ChampionshipContender,HighestOffer,37,76,85,88,32,46,43,34,82,62,58,61,73,70,43,50,79,34,37,70,40,80,79,34,46,32,76,49,43,0,26,38,34,38,46,48,38,90,51,52,48,81,75,79,75,10,37,20,25,24,22,23,32,46,77,79,34,28,25,46,1776,TRUE,0,0,0,0,0,0,0,0,0,0,419,278,0,0,17,0
343,Alonzo,Farmer,Tennessee State,CB,22,72,195,60,Normal,Draft,NoIncomeTax,ChampionshipContender,TeamHasFranchiseQB,58,73,82,90,33,40,33,49,57,57,28,59,63,39,36,55,81,50,58,72,43,68,78,62,40,33,73,40,63,0,46,59,35,38,38,39,69,91,42,44,34,47,42,91,63,17,27,28,58,40,32,17,33,55,47,82,24,26,32,26,2485,TRUE,0,0,0,0,0,0,0,0,0,0,420,339,0,0,46,0
82,Jeremy,Madson,Oregon State,FB,23,73,241,60,Normal,Draft,WarmWeatherState,BigMarket,HeadCoachHistoricRecord,30,73,76,81,28,36,39,35,69,47,57,66,63,55,42,40,70,64,30,73,25,57,95,65,36,28,73,40,33,0,76,34,44,56,55,50,46,77,57,51,61,73,68,88,67,28,13,21,43,45,26,18,19,33,69,86,38,41,38,56,612,TRUE,0,0,0,0,0,0,0,0,0,0,421,349,0,0,45,0
369,Cam,Cannon,Syracuse,C,21,76,293,57,Normal,Draft,TeamHasFranchiseQB,HighestOffer,TeamPrestige,28,59,75,73,28,28,25,30,32,59,47,36,54,48,42,47,52,80,28,76,46,29,87,48,28,28,59,47,25,0,80,37,28,62,63,39,33,72,35,28,66,80,24,87,42,37,34,24,39,44,17,23,31,38,48,83,27,68,61,61,2674,TRUE,0,0,0,0,0,0,0,0,0,0,422,418,0,0,2,0
142,Lucas,Andrews,Penn State,TE,22,77,271,57,Normal,Draft,SchemeFit,CloseToHome,HeadCoachHistoricRecord,41,67,78,83,39,41,27,42,64,49,70,77,62,52,52,42,75,60,41,77,39,67,86,42,41,39,67,56,24,0,48,32,35,60,57,63,43,80,72,63,52,74,55,94,55,11,18,10,29,34,36,28,28,29,68,86,29,58,56,53,1015,TRUE,0,0,0,0,0,0,0,0,0,0,423,413,0,0,26,0
218,LaMarcus,Barnett,UCLA,LOLB,22,77,269,61,Normal,Draft,SchemeFit,HighestOffer,WarmWeatherState,69,71,74,81,34,28,30,70,43,64,42,37,54,44,41,56,67,64,69,77,55,37,86,44,28,34,71,47,33,0,42,40,71,40,41,42,75,76,29,37,29,70,27,96,31,13,13,29,75,24,10,16,37,48,48,78,35,27,33,37,1502,TRUE,0,0,0,0,0,0,0,0,0,0,424,315,0,0,18,0
374,Jabari,Sanders,West Virginia,LE,22,76,266,59,Normal,Draft,TeamPrestige,WarmWeatherState,HeadCoachHistoricRecord,75,79,70,86,33,27,29,59,35,56,38,36,51,32,26,42,64,64,75,76,65,48,80,28,27,33,79,36,38,0,35,47,49,39,47,38,66,76,43,32,30,76,45,75,33,19,17,28,73,48,30,37,16,47,28,81,27,43,32,27,2723,TRUE,0,0,0,0,0,0,0,0,0,0,425,365,0,0,24,0
104,Chance,Harris,Georgia Southern,HB,22,72,204,62,Normal,Draft,SchemeFit,TeamHasFranchiseQB,HeadCoachHistoricRecord,29,75,85,84,37,24,35,32,82,59,49,65,75,65,44,59,81,30,29,72,26,82,86,82,24,37,75,56,25,0,40,47,28,48,31,48,46,89,45,52,43,57,57,85,78,37,19,27,30,48,33,20,25,43,52,83,26,41,38,53,807,TRUE,0,0,0,0,0,0,0,0,0,0,426,307,0,0,15,0
207,Jason,Byrne,Penn State,P,23,70,194,65,Normal,Draft,BigMarket,HeadCoachHistoricRecord,NoIncomeTax,30,52,56,80,62,91,46,39,36,52,44,29,53,41,25,49,58,36,30,70,32,45,85,48,91,62,52,29,26,0,24,27,48,32,28,38,28,63,39,31,45,29,37,98,30,15,11,15,36,24,23,26,21,40,40,79,44,34,24,47,1436,TRUE,0,0,0,0,0,0,0,0,0,0,427,240,0,0,55,0
260,Mick,Cox,Illinois,LT,22,78,297,58,Normal,Draft,CloseToHome,BigMarket,ChampionshipContender,47,59,66,76,40,34,34,34,40,58,26,24,52,38,25,49,47,80,47,78,25,32,93,39,34,40,59,39,47,0,79,34,47,61,66,49,30,70,41,27,60,83,40,80,24,21,30,30,34,43,11,17,30,46,34,82,28,66,59,64,1851,TRUE,0,0,0,0,0,0,0,0,0,0,428,404,0,0,28,0
54,George,Izzo,Miami,C,22,76,295,57,Normal,Draft,HighestOffer,MentoratPosition,WarmWeatherState,39,63,68,67,31,24,45,45,26,55,24,47,50,41,25,50,46,81,39,76,43,31,80,43,24,31,63,41,38,0,79,24,44,63,68,38,35,70,46,35,63,85,44,79,33,21,32,32,24,30,30,11,11,37,28,80,26,66,61,60,403,TRUE,0,0,0,0,0,0,0,0,0,0,429,426,0,0,29,0
314,Sam,Peterson,Notre Dame,RT,23,79,335,60,Normal,Draft,CloseToHome,BigMarket,TeamHasFranchiseQB,33,64,55,61,35,37,34,38,30,65,41,38,50,43,35,44,52,80,33,79,42,25,84,43,37,35,64,27,40,0,71,29,45,66,64,45,30,57,37,43,68,87,46,92,31,37,20,24,41,43,30,21,34,37,29,86,34,60,67,65,2268,TRUE,0,0,0,0,0,0,0,0,0,0,430,332,0,0,28,0
164,Bill,Wilson,Auburn,K,22,74,194,72,Star,Draft,BigMarket,HeadCoachHistoricRecord,NoIncomeTax,44,59,68,72,85,88,42,39,24,56,42,25,58,25,40,40,63,42,44,74,31,38,97,43,88,85,59,35,39,0,32,37,28,45,33,38,33,70,36,33,27,30,36,92,42,37,35,14,37,32,35,29,22,47,33,82,27,41,25,34,1162,TRUE,0,0,0,0,0,0,0,0,0,0,431,62,0,0,68,0
366,Grant,Sellers,Arizona,K,21,69,195,64,Normal,Draft,TeamPrestige,BigMarket,TeamHasFranchiseQB,33,52,63,72,66,87,24,37,36,51,26,24,53,48,46,45,52,47,33,69,25,34,93,43,87,66,52,34,30,0,39,43,27,29,29,50,30,73,28,46,44,28,40,82,42,10,35,33,27,37,30,18,12,26,26,81,41,36,24,37,2664,TRUE,0,0,0,0,0,0,0,0,0,0,432,245,0,0,60,0
15,Carlos,McCauley,Ole Miss,WR,22,73,194,66,Normal,Draft,TeamPrestige,HeadCoachHistoricRecord,HighestOffer,43,72,86,90,42,29,44,40,68,62,80,76,70,64,61,43,88,24,43,73,33,81,91,80,29,42,72,65,36,0,42,36,39,34,46,54,25,90,76,76,41,50,35,82,73,27,18,19,29,39,11,33,12,36,33,80,40,30,32,40,121,TRUE,0,0,0,0,0,0,0,0,0,0,433,156,0,0,20,0
42,Marcus,Woodson,Wisconsin,MLB,22,74,239,58,Star,Draft,TeamPrestige,TeamHasFranchiseQB,HeadCoachHistoricRecord,68,69,81,84,38,39,27,68,27,68,35,54,51,46,24,52,67,73,68,74,52,29,87,33,39,38,69,42,53,0,40,42,55,48,31,45,74,83,29,36,27,68,29,88,40,27,26,27,71,42,32,25,19,58,37,81,35,24,30,43,318,TRUE,0,0,0,0,0,0,0,0,0,0,434,383,0,0,12,0
321,Connor,Colvin,LSU,HB,21,71,196,58,Normal,Draft,HighestOffer,TeamPrestige,MentoratPosition,31,76,89,88,28,47,47,31,79,60,49,59,66,62,50,59,82,34,31,71,45,78,94,90,47,28,76,56,31,0,35,30,25,26,27,46,44,84,54,57,35,68,62,79,73,17,21,12,45,45,32,23,14,26,53,83,41,41,27,48,2319,TRUE,0,0,0,0,0,0,0,0,0,0,435,391,0,0,12,0
254,Max,Cohen,Florida State,WR,22,69,188,64,Normal,Draft,HighestOffer,ChampionshipContender,TeamPrestige,37,86,93,92,41,45,35,38,64,49,73,70,59,54,75,49,89,26,37,69,42,77,82,74,45,41,86,62,51,0,37,58,33,43,24,65,33,95,74,65,44,46,44,82,77,23,30,13,47,44,15,20,16,63,28,79,27,41,31,30,1805,TRUE,0,0,0,0,0,0,0,0,0,0,436,241,0,0,25,0
332,Marquise,Stephenson,Utah,DT,23,75,298,56,Normal,Draft,BigMarket,NoIncomeTax,CloseToHome,63,62,63,80,31,31,44,63,39,56,42,42,50,46,32,42,54,66,63,75,62,36,81,44,31,31,62,35,46,0,27,41,58,46,43,41,75,69,41,36,31,78,41,81,47,22,20,19,70,31,10,11,34,27,45,81,48,25,47,48,2366,TRUE,0,0,0,0,0,0,0,0,0,0,437,439,0,0,13,0
302,Frankie,Brown,Alabama,TE,23,78,247,61,Normal,Draft,NoIncomeTax,TeamPrestige,TeamHasFranchiseQB,44,58,70,85,44,33,36,45,52,67,67,56,66,54,52,59,72,70,44,78,32,55,93,32,33,44,58,52,25,0,58,47,41,67,63,69,34,68,72,64,67,73,64,79,49,11,33,35,41,25,33,31,31,44,65,84,37,57,62,59,2195,TRUE,0,0,0,0,0,0,0,0,0,0,438,317,0,0,38,0
328,Sean,Keyes,Stanford,LG,22,77,339,57,Normal,Draft,ChampionshipContender,TeamHasFranchiseQB,WarmWeatherState,46,58,53,61,32,37,44,42,26,41,24,48,58,38,46,42,53,84,46,77,40,32,89,42,37,32,58,48,30,0,79,47,43,62,57,47,29,61,46,32,67,80,25,88,41,16,30,23,48,30,17,27,35,39,34,86,37,61,72,62,2346,TRUE,0,0,0,0,0,0,0,0,0,0,439,431,0,0,22,0
118,Gill,Harris,Wyoming,K,22,74,194,66,Star,Draft,WarmWeatherState,TeamPrestige,TeamHasFranchiseQB,25,49,60,77,72,88,30,42,24,52,30,29,54,44,29,42,57,26,25,74,32,27,91,40,88,72,49,39,25,0,41,36,24,47,29,40,35,63,36,35,36,28,48,93,35,30,12,25,37,24,30,10,20,39,31,79,46,37,29,46,872,TRUE,0,0,0,0,0,0,0,0,0,0,440,184,0,0,62,0
24,Kevin,Castillo,Wyoming,RE,22,76,267,61,Normal,Draft,ChampionshipContender,CloseToHome,TeamPrestige,75,73,75,82,27,38,44,59,25,58,45,41,51,42,24,55,66,63,75,76,67,36,82,24,38,27,73,30,48,0,31,34,51,35,47,43,75,80,47,30,25,75,25,73,40,24,13,12,74,31,17,36,37,48,29,79,43,45,40,25,195,TRUE,0,0,0,0,0,0,0,0,0,0,441,321,0,0,10,0
250,Clifton,Collins,Alabama,RG,22,74,310,57,Normal,Draft,SchemeFit,HighestOffer,NoIncomeTax,43,67,62,77,43,41,31,38,48,48,42,35,51,29,29,48,48,78,43,74,24,34,81,33,41,43,67,37,45,0,74,28,48,64,69,48,47,64,38,25,66,85,28,84,46,16,11,24,38,48,12,22,30,35,39,82,35,63,57,59,1789,TRUE,0,0,0,0,0,0,0,0,0,0,442,423,0,0,20,0
297,LaDarius,Baskett,Rutgers,P,23,76,210,66,Normal,Draft,NoIncomeTax,BigMarket,ChampionshipContender,32,51,65,79,77,86,34,45,26,52,31,25,59,33,38,58,51,48,32,76,26,38,89,30,86,77,51,47,32,0,26,39,28,37,48,43,44,75,26,26,38,32,27,83,35,36,11,35,33,24,37,37,19,44,29,82,32,24,30,26,2130,TRUE,0,0,0,0,0,0,0,0,0,0,443,190,0,0,66,0
313,Marquise,McMichael,Ball State,WR,22,68,185,65,Star,Draft,CloseToHome,NoIncomeTax,HeadCoachHistoricRecord,30,87,92,95,25,44,42,37,64,53,76,70,62,59,71,53,81,37,30,68,41,72,83,80,44,25,87,66,62,0,30,53,41,47,47,63,46,97,76,60,29,46,46,86,80,20,16,22,47,33,29,28,36,52,25,78,36,42,27,51,2267,TRUE,0,0,0,0,0,0,0,0,0,0,444,235,0,0,10,0
134,Jason,Hightower,UCLA,MLB,21,76,252,60,Normal,Draft,CloseToHome,TeamPrestige,ChampionshipContender,80,80,77,88,25,31,37,65,40,63,31,55,51,26,29,48,60,73,80,76,55,43,86,31,31,25,80,35,45,0,47,47,56,29,42,38,78,82,48,47,45,77,36,90,46,26,13,31,70,25,17,13,32,51,28,78,30,27,25,32,942,TRUE,0,0,0,0,0,0,0,0,0,0,445,344,0,0,17,0
91,Paul,Adams,Iowa State,K,23,73,206,69,Normal,Draft,TeamHasFranchiseQB,HighestOffer,WarmWeatherState,25,49,61,74,82,90,44,38,34,52,44,24,52,46,43,55,58,37,25,73,47,33,98,42,90,82,49,34,48,0,32,27,33,48,37,46,24,73,39,33,41,34,40,93,25,27,33,13,48,28,21,10,16,33,25,81,24,41,31,25,697,TRUE,0,0,0,0,0,0,0,0,0,0,446,113,0,0,69,0
385,Ty,Edgeton,Arkansas,WR,23,69,183,63,Normal,Draft,WarmWeatherState,HeadCoachHistoricRecord,BigMarket,27,91,91,91,32,30,34,31,66,50,71,66,65,56,77,40,83,30,27,69,26,70,96,84,30,32,91,62,58,0,41,65,45,36,26,65,25,99,71,59,48,46,37,91,79,28,25,30,27,27,28,13,35,58,34,80,25,47,34,55,2835,TRUE,0,0,0,0,0,0,0,0,0,0,447,283,0,0,16,0
249,Percy,Pinkins,W. Kentucky,HB,23,71,225,60,Normal,Draft,SchemeFit,TeamPrestige,MentoratPosition,36,67,85,90,24,26,48,32,72,58,50,64,84,75,45,45,72,44,36,71,42,78,92,46,26,24,67,47,26,0,45,44,25,48,38,39,46,84,48,49,46,82,73,96,68,21,15,25,35,39,23,23,10,42,77,80,42,31,45,49,1779,TRUE,0,0,0,0,0,0,0,0,0,0,448,342,0,0,16,0
68,George,St. Louis,Nebraska,P,23,72,199,69,Normal,Draft,NoIncomeTax,ChampionshipContender,CloseToHome,45,46,64,79,79,91,29,35,47,53,42,38,50,31,47,56,60,41,45,72,28,44,93,46,91,79,46,25,37,0,36,27,42,45,48,49,47,78,30,40,48,37,29,79,35,12,28,31,46,38,25,24,19,35,28,82,42,33,40,41,513,TRUE,0,0,0,0,0,0,0,0,0,0,449,105,0,0,56,0
